"Origem","Destino","Nat","Tipo","Materia","NomeNovo"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\1081333159301.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Conflito de Competencia 19.836 PE Retificacao Registro Imobiliario.pdf","01 - Juridico","Acordaos e decisoes","Administrativo","Conflito de Competencia 19.836 PE Retificacao Registro Imobiliario.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006156-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Sentenca AO 2009.38.00.010338-4 Farmacia Manipulare ANVISA 2009.doc","01 - Juridico","Peticoes","Administrativo","Sentenca AO 2009.38.00.010338-4 Farmacia Manipulare ANVISA 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 013644-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Sentenca AO 2008.38.00.013644-7 Antonio Fusco IBAMA 2008.doc","01 - Juridico","Peticoes","Administrativo","Sentenca AO 2008.38.00.013644-7 Antonio Fusco IBAMA 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 11-05-2014 (8).pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Comprovantes e recibos\Saque Conta Corrente Banco Brasil Mauricio Vieira 2014.pdf","04 - Pessoal e financeiro","","Comprovantes e recibos","Saque Conta Corrente Banco Brasil Mauricio Vieira 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\28-10-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Contratos e termos\Registro Log Cartorio Upload Confirmacao Brazopolis 2014.pdf","03 - Administrativo","","Contratos e termos","Registro Log Cartorio Upload Confirmacao Brazopolis 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Family Search.txt","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Conta Usuario Mauricio Chiaramonte Vieira.txt","04 - Pessoal e financeiro","","Documentos pessoais","Conta Usuario Mauricio Chiaramonte Vieira.txt"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Cobertura Castelo.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Edital Praca 00034-11 Vara Trabalho Belo Horizonte 2011.doc","01 - Juridico","Peticoes","Trabalhista","Edital Praca 00034-11 Vara Trabalho Belo Horizonte 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 019688-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Sentenca Embargos Execucao 2007.38.00.019688-4 Uniao Federal 2007.doc","01 - Juridico","Peticoes","Administrativo","Sentenca Embargos Execucao 2007.38.00.019688-4 Uniao Federal 2007.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 15-10-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Contratos e termos\Registro Log Cartorio Upload Confirmacao Brazopolis 2015.pdf","03 - Administrativo","","Contratos e termos","Registro Log Cartorio Upload Confirmacao Brazopolis 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 03-2020.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Faturas e boletos\Recibo Pagador Balancete Condominio SQS 409 BR 2019.pdf","04 - Pessoal e financeiro","","Faturas e boletos","Recibo Pagador Balancete Condominio SQS 409 BR 2019.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\045426-0.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Sentenca Embargos Execucao 2004.38.00.045426-0 INSS 2004.doc","01 - Juridico","Peticoes","Administrativo","Sentenca Embargos Execucao 2004.38.00.045426-0 INSS 2004.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\43662-46.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Civel\Sentenca AO 43662-46.2010.4.01.3800 Iracy Rodrigues Caiafa SFH 2010.doc","01 - Juridico","Peticoes","Civel","Sentenca AO 43662-46.2010.4.01.3800 Iracy Rodrigues Caiafa SFH 2010.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Trabalhista\Lucas Fillipe Siqueira de Souza - ex-empregado.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Reclamacao Trabalhista 1258-13.2013.5.03.0024 Lucas Siqueira Correios 2013.doc","01 - Juridico","Peticoes","Trabalhista","Reclamacao Trabalhista 1258-13.2013.5.03.0024 Lucas Siqueira Correios 2013.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\PORTADOR - Marcelino Ribeiro Batista.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Eleitoral\Registro devedor CELINO MAIA NASCIMENTO DOS SANOS 2003.doc","01 - Juridico","Contestacoes e manifestacoes","Eleitoral","Registro devedor CELINO MAIA NASCIMENTO DOS SANOS 2003.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\r 4932.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\Recurso Especial Eleitoral 49-32.2016.6.26.0104 MARCELO DE SOUZA PECCHIO 2016.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","Recurso Especial Eleitoral 49-32.2016.6.26.0104 MARCELO DE SOUZA PECCHIO 2016.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\eleicoes 2014 registro gab MLF.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Eleitoral\Relatorio documentos consulta eleicoes 2014 impugnacao registro candidatura.doc","02 - Estudos e concursos","","Direito Eleitoral","Relatorio documentos consulta eleicoes 2014 impugnacao registro candidatura.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 020498-8.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Tributario\Acao ordinaria tributaria 2008.38.00.020498-8 Instituto Educacional Miranda e Otoni SIMPLES 2008.doc","01 - Juridico","Peticoes","Tributario","Acao ordinaria tributaria 2008.38.00.020498-8 Instituto Educacional Miranda e Otoni SIMPLES 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\memoria SLJ - Jonas Rosa Goncalves da Silva.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Tribunal Regional Trabalho Terceira Regiao 2013 liquidacao de sentenca.pdf","01 - Juridico","Peticoes","Trabalhista","Tribunal Regional Trabalho Terceira Regiao 2013 liquidacao de sentenca.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 014577-5.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Tributario\Mandado Seguranca Individual 2008.38.00.014577-5 IPSM Receita Federal 2008.doc","01 - Juridico","Peticoes","Tributario","Mandado Seguranca Individual 2008.38.00.014577-5 IPSM Receita Federal 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 015534-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Acao ordinaria 2008.38.00.015534-4 Unafisco Sindical Receita Federal descontos indevidos 2008.doc","01 - Juridico","Peticoes","Administrativo","Acao ordinaria 2008.38.00.015534-4 Unafisco Sindical Receita Federal descontos indevidos 2008.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\Jose de Assis Martins 0231.05.048494-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Penal\Execucao criminal 0231.05.048494-9 JOSE DE ASSIS MARTINS Ribeirao Neves 2009.doc","01 - Juridico","Peticoes","Penal","Execucao criminal 0231.05.048494-9 JOSE DE ASSIS MARTINS Ribeirao Neves 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 15.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\Sachsen Muzik und Industrie alemanha 2014.pdf","02 - Estudos e concursos","","Atualidades e Outros","Sachsen Muzik und Industrie alemanha 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Civel\Francisco Raimundo 0508060010420.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Penal\Inquerito policial apuracao crime flora Lei 9.605 98 FRANCISCO RAIMUNDO 2006.doc","01 - Juridico","Peticoes","Penal","Inquerito policial apuracao crime flora Lei 9.605 98 FRANCISCO RAIMUNDO 2006.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 010338-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Acao ordinaria 2009.38.00.010338-4 Pharmacia Manipulare ANVISA medicamentos 2009.doc","01 - Juridico","Peticoes","Administrativo","Acao ordinaria 2009.38.00.010338-4 Pharmacia Manipulare ANVISA medicamentos 2009.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\shazamshop definitivo (2).doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Peticao Empresa Brasileira Correios Telegrafos ECT 26973-26.2011.4.01.3400 2011.doc","01 - Juridico","Peticoes","Administrativo","Peticao Empresa Brasileira Correios Telegrafos ECT 26973-26.2011.4.01.3400 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\PORTADOR - Pasquali Parise.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Contestacoes e manifestacoes\Civel\Registro credor BV Financeira JOSE CARLOS DE CARVALHO 2021.doc","01 - Juridico","Contestacoes e manifestacoes","Civel","Registro credor BV Financeira JOSE CARLOS DE CARVALHO 2021.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\earo 14326b.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\Embargos Declaracao Agravo Regimental Recurso Ordinario 143-26.2014.6.24.0000 GILMAR KNAESEL 2014.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","Embargos Declaracao Agravo Regimental Recurso Ordinario 143-26.2014.6.24.0000 GILMAR KNAESEL 2014.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Warlleysson Laurenco Ribeiro.pdf","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Trabalho Belo Horizonte ROBIGGIO EMPREENDIMENTOS LTDA ECT 2010.pdf","01 - Juridico","Peticoes","Trabalhista","Trabalho Belo Horizonte ROBIGGIO EMPREENDIMENTOS LTDA ECT 2010.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Dados pessoais Jan 28 12.doc","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Documentos pessoais\Dados pessoais MARIO AUGUSTO VIEIRA ANA LUCIA C VIEIRA MAURICIO A C VIEIRA.doc","04 - Pessoal e financeiro","","Documentos pessoais","Dados pessoais MARIO AUGUSTO VIEIRA ANA LUCIA C VIEIRA MAURICIO A C VIEIRA.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 019688-7A.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Tributario\Mandado Seguranca Individual 2005.38.00.019688-7 Gestho Gestao Hospitalar Receita Federal Minas Gerais 2005.doc","01 - Juridico","Peticoes","Tributario","Mandado Seguranca Individual 2005.38.00.019688-7 Gestho Gestao Hospitalar Receita Federal Minas Gerais 2005.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento digitalizado - 09-05-2014.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\Oficio 017 2014 Tabelionato Protesto Titulos Brazopolis TJMG 2014.pdf","03 - Administrativo","","Outros","Oficio 017 2014 Tabelionato Protesto Titulos Brazopolis TJMG 2014.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\3a Turma 2012-2011.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Direito Civil\Coletanea informativos Terceira Turma STJ 2012 2011.doc","02 - Estudos e concursos","","Direito Civil","Coletanea informativos Terceira Turma STJ 2012 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Eleitoral\34108-87.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Mandado Seguranca Individual 34108-87.2010.4.01.3800 PH Servicos Administracao Auditoria Fiscal NAPE 2010.doc","01 - Juridico","Peticoes","Administrativo","Mandado Seguranca Individual 34108-87.2010.4.01.3800 PH Servicos Administracao Auditoria Fiscal NAPE 2010.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 008927-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Administrativo\Embargos Execucao 2004.38.00.008927-9 Uniao Federal reajuste URV 2004.doc","01 - Juridico","Peticoes","Administrativo","Embargos Execucao 2004.38.00.008927-9 Uniao Federal reajuste URV 2004.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\26-03-2015.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Arquivo de log e confirmacao de remessa Itau Cartorio\log protesto titulo 109-04858197-8 Brazopolis 2015.pdf","04 - Pessoal e financeiro","","Arquivo de log e confirmacao de remessa Itau Cartorio","log protesto titulo 109-04858197-8 Brazopolis 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024302-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Sentenca embargos declaracao processo 2004.38.00.024302-9 CSBM uniao IRRF.doc","01 - Juridico","Acordaos e decisoes","Tributario","Sentenca embargos declaracao processo 2004.38.00.024302-9 CSBM uniao IRRF.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\025792-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Sentenca mandado seguranca 2008.38.00.025792-6 Posto BFM FINSOCIAL.doc","01 - Juridico","Acordaos e decisoes","Tributario","Sentenca mandado seguranca 2008.38.00.025792-6 Posto BFM FINSOCIAL.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024018-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Previdenciario\Sentenca acao ordinaria 2007.38.00.024018-9 Pellegrina FGTS CEF.doc","01 - Juridico","Acordaos e decisoes","Previdenciario","Sentenca acao ordinaria 2007.38.00.024018-9 Pellegrina FGTS CEF.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 018851-6.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Sentenca acao anulatoria 2005.38.00.018851-6 Engenho IRPJ.doc","01 - Juridico","Acordaos e decisoes","Tributario","Sentenca acao anulatoria 2005.38.00.018851-6 Engenho IRPJ.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\C012803.txt","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Arquivo protesto SERASA Concentre Brazopolis MG\C012803.txt","04 - Pessoal e financeiro","","Arquivo protesto SERASA Concentre Brazopolis MG","C012803.txt"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 006603-2.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\Sentenca acao ordinaria 2007.38.00.006603-2 Evaldo IRRF uniao.doc","01 - Juridico","Acordaos e decisoes","Tributario","Sentenca acao ordinaria 2007.38.00.006603-2 Evaldo IRRF uniao.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\er 19770.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\Acordao embargos declaracao recurso especial eleitoral 197-70.2012.6.19.0074.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","Acordao embargos declaracao recurso especial eleitoral 197-70.2012.6.19.0074.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\024699-9.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Administrativo\Sentenca acao ordinaria 2008.38.00.024699-9 Alexandre concurso publico.doc","01 - Juridico","Acordaos e decisoes","Administrativo","Sentenca acao ordinaria 2008.38.00.024699-9 Alexandre concurso publico.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\r 531807.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Eleitoral\Acordao recurso especial eleitoral 5318-07.2014.6.13.0000 registro candidatura.doc","01 - Juridico","Acordaos e decisoes","Eleitoral","Acordao recurso especial eleitoral 5318-07.2014.6.13.0000 registro candidatura.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\025072-4.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Trabalhista\Sentenca acao ordinaria 2007.38.00.025072-4 seguro desemprego.doc","01 - Juridico","Acordaos e decisoes","Trabalhista","Sentenca acao ordinaria 2007.38.00.025072-4 seguro desemprego.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Parte III.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Plano carreiras cargos salarios progressoes promocoes\Parte III.pdf","03 - Administrativo","","Plano carreiras cargos salarios progressoes promocoes","Parte III.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 013766-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Familia e Sucessoes\Sentenca acao ordinaria 2004.38.00.013766-7 Orly financiamento imobiliario CFIAe.doc","01 - Juridico","Acordaos e decisoes","Familia e Sucessoes","Sentenca acao ordinaria 2004.38.00.013766-7 Orly financiamento imobiliario CFIAe.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Forum Zero.doc","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Forum Zero Lucilene Coutinho medida provisoria\Forum Zero.doc","02 - Estudos e concursos","","Forum Zero Lucilene Coutinho medida provisoria","Forum Zero.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Galpao Jardim America.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Empresarial\Edital leilao falencia ABMT Belo Horizonte 2011.doc","01 - Juridico","Acordaos e decisoes","Empresarial","Edital leilao falencia ABMT Belo Horizonte 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Penal\Walter e Gumercindo 0317.08.097647-3 - art 12.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Penal\Denuncia processo 0317.08.097647-3 Walter Gumercindo Itabira MG.doc","01 - Juridico","Peticoes","Penal","Denuncia processo 0317.08.097647-3 Walter Gumercindo Itabira MG.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\EE - Marcos Roberto de Brito.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Embargos execucao processo 30238-2011-003-09-00-0 ECT Marcos Brito.doc","01 - Juridico","Peticoes","Trabalhista","Embargos execucao processo 30238-2011-003-09-00-0 ECT Marcos Brito.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Apartamento Av Prudente de Moraes.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Civel\Edital hasta publica execucao hipotecaria Belo Horizonte 2011.doc","01 - Juridico","Acordaos e decisoes","Civel","Edital hasta publica execucao hipotecaria Belo Horizonte 2011.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Mensagem 06.doc","C:\Users\mauri\HD_Mau\03 - Administrativo\Mensagem passo a passo PGFn Tabeliao\Mensagem 06.doc","03 - Administrativo","","Mensagem passo a passo PGFn Tabeliao","Mensagem 06.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Certificado digital.docx","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Lista servidores voucher CPF RG\Certificado digital.docx","04 - Pessoal e financeiro","","Lista servidores voucher CPF RG","Certificado digital.docx"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 2007.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Peticoes\Trabalhista\Parecer tecnico 36686-2011-007 ECT Elizabeth execucao sentenca PCCS.doc","01 - Juridico","Peticoes","Trabalhista","Parecer tecnico 36686-2011-007 ECT Elizabeth execucao sentenca PCCS.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\DOC 7 - segundo e-mail.pdf","C:\Users\mauri\HD_Mau\04 - Pessoal e financeiro\Outros\email conta suspensa Mercado Livre 26 09 2017.pdf","04 - Pessoal e financeiro","","Outros","email conta suspensa Mercado Livre 26 09 2017.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\23.pdf","C:\Users\mauri\HD_Mau\02 - Estudos e concursos\Atualidades e Outros\resumo gramatica germanica subordinadas relativas.pdf","02 - Estudos e concursos","","Atualidades e Outros","resumo gramatica germanica subordinadas relativas.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 01-06-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\log transferencia arquivo cartorio brazopolis 01 06 2015.pdf","03 - Administrativo","","Outros","log transferencia arquivo cartorio brazopolis 01 06 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Sintese.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Pareceres e notas tecnicas\Trabalhista\parecer contribuicao sindical profissionais liberais.doc","01 - Juridico","Pareceres e notas tecnicas","Trabalhista","parecer contribuicao sindical profissionais liberais.doc"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\Parte 6.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\plano carreiras cargos salarios ECT medico.pdf","03 - Administrativo","","Outros","plano carreiras cargos salarios ECT medico.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\documento 14-01-2015.pdf","C:\Users\mauri\HD_Mau\03 - Administrativo\Outros\log transferencia arquivo cartorio brazopolis 14 01 2015.pdf","03 - Administrativo","","Outros","log transferencia arquivo cartorio brazopolis 14 01 2015.pdf"
"C:\Users\mauri\HD_Mau\05 - Diversos (a revisar)\Outros\039620-7.doc","C:\Users\mauri\HD_Mau\01 - Juridico\Acordaos e decisoes\Tributario\SENTENCA acao ordinaria 2007.38.00.039620-7 Missao Ramacrisna Uniao Tributario 2007.doc","01 - Juridico","Acordaos e decisoes","Tributario","SENTENCA acao ordinaria 2007.38.00.039620-7 Missao Ramacrisna Uniao Tributario 2007.doc"
