row_number,numero_processo,tema,before_ramo,after_ramo,before_subramo,after_subramo,method,reason,llm_error
7199,0004185-81.2012.4.01.3400,"Validade de penalidade administrativa imposta pela ANP quando fundamentada exclusivamente em norma infralegal anterior à vigência da lei aplicável, analisando retroatividade, propo",Direito Administrativo,Direito Administrativo,"Responsabilidade Administrativa, Sanções Administrativas","Processo Administrativo Sancionador, Responsabilidade Administrativa",api,scope_all,
7202,0028956-15.2011.4.01.3900,"Concessionárias de telefonia que suprimem postos de atendimento presencial e substituem por call center e autoatendimento, gerando abuso de direito e dano moral coletivo",Direito Público,Direito do Consumidor,"Direito Administrativo, Direito do Consumidor","Direito do Consumidor, Processo Coletivo",api,scope_all,
7203,0053756-65.2014.4.01.0000,Admissibilidade do seguro‑garantia como caução para suspender a exigibilidade de multa administrativa imposta por agência reguladora em contrato de concessão,Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Direito Processual Civil","Direito Administrativo Sancionador, Processo Administrativo Sancionador",api,scope_all,
7204,1003842-39.2019.4.01.0000,Controle judicial sobre proibição estadual de abate de jumentos e muares versus competência e regulação federal sanitária e necessidade de prova de crueldade para intervenção,Direito Administrativo,Direito Administrativo,"Direito Ambiental, Direito Regulatório Sanitário","Direito Ambiental, Direito Administrativo Regulatório",api,scope_all,
7205,1017944-08.2020.4.01.3500,"Relativização do sigilo fiscal para permitir o compartilhamento e acesso restrito a notas fiscais e dados pela CGU/TCU na fiscalização de transferências federais, com aplicação do ",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Financeiro","Controle da Administração Pública, Serviços Públicos",api,scope_all,
7206,1000252-10.2018.4.01.4003,"Responsabilidade objetiva de pessoa jurídica por continuidade em licitações após declaração de inidoneidade mediante declarações falsas, gerando sanções administrativas proporciona",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Licitações e Contratos Administrativos","Improbidade Administrativa, Licitações e Contratos Administrativos",api,scope_all,
7207,0026873-71.2011.4.01.3400,"Anulação judicial de acórdão do TCU contra entidades do Sistema S quanto à exigência de paridade contributiva prevista no art. 202, §3º, com debate sobre ocorrência de dano moral",Direito Administrativo,Direito Administrativo,"Direito Administrativo, Responsabilidade Civil do Estado","Direito Administrativo Previdenciário, Responsabilidade Civil Estatal",api,scope_all,
7208,1009414-48.2025.4.01.3400,"Obrigação de banca examinadora de divulgar espelho de correção e critérios individualizados para recursos, visando garantir ampla defesa e contraditório em concurso público",Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Processo Administrativo","Processo Administrativo, Serviços Públicos",api,scope_all,
7209,0042750-94.2010.4.01.3300,Aplicabilidade do pregão para concessão de uso de área pública em aeroporto de empresa pública e legalidade do critério de maior lance,Direito Administrativo,Direito Administrativo,"Controle Administrativo, Licitações e Contratos Administrativos","Licitações e Contratos Administrativos, Serviço Público",api,scope_all,
7210,1054862-83.2021.4.01.3400,Validade de auto de infração tributária lavrado com base em apreensão por autoridade policial sem competência aduaneira diante de documentação probatória e ausência de desvio de fi,Direito Administrativo,Direito Administrativo,"Direito Tributário, Processual Civil","Direito Administrativo Tributário, Controle de Administração Pública",api,scope_all,
7211,1000066-09.2016.4.01.3501,Obrigatoriedade de inscrição e fiscalização pelo Conselho Regional dos Corretores de Imóveis quando contrato social evidencia atividade de intermediação imobiliária,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Sancionador","Serviços Públicos, Regime Jurídico Administrativo",api,scope_all,
7212,0057612-88.2011.4.01.3800,Aplicabilidade da redução integral do encargo legal da Lei 11.941/2009 sobre honorários advocatícios incidentes em débitos previdenciários inscritos em Dívida Ativa da União,Direito Tributário,Direito Tributário,"Direito Tributário Previdenciário, Execução fiscal","Tributação de Rendimentos, Contencioso Administrativo e Judicial Tributário",api,scope_all,
7213,1004734-79.2018.4.01.0000,Prazo quinquenal para redirecionamento da execução fiscal contra administrador contado da citação da pessoa jurídica quando há dissolução irregular anterior à citação,Direito Tributário,Direito Tributário,"Execução fiscal, Processo Civil","Execução Fiscal e Precatórios, Direito Tributário Processual",api,scope_all,
7214,1005545-03.2022.4.01.3200,"Incidência da contribuição previdenciária patronal (GIIL-RAT) e contribuições a terceiros sobre a remuneração do menor aprendiz, discutindo inclusão na base de cálculo conforme art",Direito Previdenciário,Direito Previdenciário,"Benefícios Previdenciários, Seguridade Social","Contribuições Previdenciárias, Regime Geral de Previdência Social",api,scope_all,
7215,1033643-97.2019.4.01.0000,Responsabilidade solidária de sócios-administradores por débitos tributários decorrente de confusão patrimonial e desvio de recursos entre empresas,Direito Tributário,Direito Tributário,"Execução fiscal, Responsabilidade Tributária","Contencioso Administrativo e Judicial Tributário, Responsabilidade Tributária",api,scope_all,
7216,1025497-31.2023.4.01.3200,Efeito suspensivo de certidão conjunta positiva com efeito de negativa sobre repasses voluntários para políticas sociais e limites da inscrição restritiva municipal,Direito Administrativo,Direito Administrativo,"Direito Constitucional, Direito Financeiro","Serviços Públicos, Controle Administrativo",api,scope_all,
7217,1003004-52.2017.4.01.3400,Compatibilidade entre vedação estatutária de gerência ou administração por servidor público federal e exceção legal restrita a empresas com participação da União envolvendo acumula,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Direito Constitucional","Servidores Públicos, Improbidade Administrativa",api,scope_all,
7218,1002043-77.2019.4.01.4100,Servidor público federal e adicional de fronteira: controvérsia sobre direito a pagamento retroativo em razão de norma condicionada à regulamentação e ausência de eficácia até ediç,Direito Administrativo,Direito Administrativo,"Direito Administrativo Sancionador, Direito Previdenciário","Regime Jurídico do Servidor Público, Processo Administrativo Sancionador",api,scope_all,
7219,1078684-96.2024.4.01.3400,Direito adquirido à aposentadoria de servidor público: reconhecimento de proventos integrais e paridade quando cumpridos requisitos antes da revogação das regras de transição,Direito Constitucional,Direito Constitucional,"Direito Previdenciário, Direitos e garantias fundamentais","Regime Próprio de Previdência Social, Direitos e garantias fundamentais",api,scope_all,
7220,0000536-32.2017.4.01.3304,Autonomia municipal na gestão de pessoal e discricionariedade administrativa para adoção de controle eletrônico biométrico da frequência de servidores da saúde,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Direito Administrativo Disciplinar","Serviço Público, Regime Jurídico do Servidor Público",api,scope_all,
7221,1077193-88.2023.4.01.3400,Professor federal em regime de 20 horas: ilegalidade de descontos por faltas decorrentes de convocações para reuniões fora do turno de trabalho,Direito Administrativo,Direito Administrativo,"Controle de Atos Administrativos, Servidor Público","Servidor Público, Regime jurídico dos agentes públicos",api,scope_all,
7222,1015345-60.2019.4.01.3200,Servidor público federal afastado parcialmente para pós‑graduação: validade e limites da exigência de permanência proporcional ao período efetivo de capacitação,Direito Administrativo,Direito Administrativo,"Direito Administrativo Disciplinar, Servidores Públicos","Servidores Públicos, Serviço Público",api,scope_all,
7223,1038244-36.2021.4.01.3700,Restituição de auxílio-alimentação pago em duplicidade a servidor que acumula cargos e obrigação administrativa de indenizar na ausência de prévia anuência,Direito Público,Direito Administrativo,"Direito Administrativo, Direito Civil","Servidores Públicos, Improbidade Administrativa",api,scope_all,
7225,0047093-37.2013.4.01.0000,Competência do Superior Tribunal de Justiça para mandado de segurança coletivo em greve nacional de servidores públicos e efeitos sobre descontos remuneratórios,Direito Público,Direito Público,"Direito Administrativo, Direito Constitucional","Direito Administrativo, Processo Administrativo",api,scope_all,
7226,1041654-42.2024.4.01.0000,"Nulidade de decisão monocrática que indeferiu gratuidade judiciária sem oportunizar contrarrazões e utilizou renda bruta como critério, diante de renda líquida inferior a dez salár",Processual Civil,Direito Processual Civil,"Tutela Provisória, Tutela de Urgência e Medidas Cautelares","Tutela Provisória, Tutela de Urgência e Medidas Cautelares",api,scope_all,
7227,1010817-33.2017.4.01.3400,Servidor público federal técnico de segurança contestando exigência superveniente de CNH D ou E por portaria que impede pagamento de Gratificação de Atividade de Segurança (GAS) e ,Direito Administrativo,Direito Administrativo,"Direito Administrativo Contratual, Direito Administrativo Sancionador","Servidores Públicos, Regime Jurídico do Servidor Público",api,scope_all,
7228,0053499-88.2015.4.01.3400,Efeito coletivo de sentença proposta por associação nacional atinente à identificação dos substituídos e exigência de correlação entre curso de qualificação e atribuições do cargo,Direito Administrativo,Direito Administrativo,"Direito Administrativo, Processo Coletivo","Serviços Públicos, Direito Administrativo",api,scope_all,
7229,1020309-78.2019.4.01.3400,Registro sindical de categoria profissional diferenciada: ausência de base normativa objetiva para autorização administrativa e controle judicial restrito à legalidade da decisão,Direito do Trabalho,Direito do Trabalho,"Direito Sindical, Direito do Trabalho","Direito Sindical, Processo Administrativo Judicial",api,scope_all,
