Tema,Julgado em,Tese Firmada,Processo,Questão submetida a julgamento,Anotações NUGEPNAC 1,Informações Complementares,Repercussão Geral,Órgão Julgador,Situação do Tema,Ramo do direito,Subramos,Relator Atual,Tribunal de Origem,Trânsito em Julgado,Ref_Sum,Súmula Originada do Tema,Súmula Originária do PUIL,Data de Afetação,Delimitação do Julgado,Estado de Deduplicação,Número de Registro,RRC,Entendimento Anterior,Observação de Afetação,Audiência Pública,Data de Admissão,Data de teração da Tese Firmada,Data de Desafetação,Embargo de Divergência,Embargos de Declaração,Observação de Admissão,Observação de Desafetação,Observação de Recusa,Relator que Afetou o Processo,Referência,Processo STF,Vista MPF
1248,11/06/2025,"Nas execuções fiscais fundadas numa única Certidão de Dívida Ativa, composta por débitos de exercícios diferentes do mesmo tributo, a determinação da alçada, prevista no art. 34, e §caput 1º, da Lei nº 6.830/1980, deverá considerar o total da dívida constante do título executivo.",REsp 2077138/RJ,"Definir se, para efeito de cabimento do recurso de apelação em execução fiscal do mesmo tributo, deve ser observado o montante total do título executado ou os débitos individualmente considerados, nos termos do art. 34, caput e §1º, da Lei nº 6.830/1980.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 3/4/2024 e finalizada em 9/4/2024 (Primeira Seção). Vide Controvérsia nº 569/STJ.","Há determinação de suspensão da tramitação dos Recursos Especiais e Agravos em Recursos Especiais em segundo grau de jurisdição e/ou no Superior Tribunal de Justiça, adotandose, neste último caso, a providência prevista no art. 256-L do RISTJ.",,1ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,IPTU/ Imposto Predial e Territorial Urbano,REGINA HELENA COSTA,TJRJ,,,,,,,Duplicado,202301966926,Sim,,,,,,,,,,,,REGINA HELENA COSTA,,,
1248,11/06/2025,"Nas execuções fiscais fundadas numa única Certidão de Dívida Ativa, composta por débitos de exercícios diferentes do mesmo tributo, a determinação da alçada, prevista no art. 34, e §caput 1º, da Lei nº 6.830/1980, deverá considerar o total da dívida constante do título executivo.",REsp 2077319/RJ,"Definir se, para efeito de cabimento do recurso de apelação em execução fiscal do mesmo tributo, deve ser observado o montante total do título executado ou os débitos individualmente considerados, nos termos do art. 34, caput e §1º, da Lei nº 6.830/1980.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 3/4/2024 e finalizada em 9/4/2024 (Primeira Seção). Vide Controvérsia nº 569/STJ.","Há determinação de suspensão da tramitação dos Recursos Especiais e Agravos em Recursos Especiais em segundo grau de jurisdição e/ou no Superior Tribunal de Justiça, adotandose, neste último caso, a providência prevista no art. 256-L do RISTJ.",,1ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,IPTU/ Imposto Predial e Territorial Urbano,REGINA HELENA COSTA,TJRJ,,,,,,,Duplicado,202301966724,Sim,,,,,,,,,,,,REGINA HELENA COSTA,,,
1248,11/06/2025,"Nas execuções fiscais fundadas numa única Certidão de Dívida Ativa, composta por débitos de exercícios diferentes do mesmo tributo, a determinação da alçada, prevista no art. 34, e §caput 1º, da Lei nº 6.830/1980, deverá considerar o total da dívida constante do título executivo.",REsp 2077461/RJ,"Definir se, para efeito de cabimento do recurso de apelação em execução fiscal do mesmo tributo, deve ser observado o montante total do título executado ou os débitos individualmente considerados, nos termos do art. 34, caput e §1º, da Lei nº 6.830/1980.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 3/4/2024 e finalizada em 9/4/2024 (Primeira Seção). Vide Controvérsia nº 569/STJ.","Há determinação de suspensão da tramitação dos Recursos Especiais e Agravos em Recursos Especiais em segundo grau de jurisdição e/ou no Superior Tribunal de Justiça, adotandose, neste último caso, a providência prevista no art. 256-L do RISTJ.",,1ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL CIVIL E DO TRABALHO,IPTU/ Imposto Predial e Territorial Urbano,REGINA HELENA COSTA,TJRJ,,,,,,,Duplicado,202301950563,Sim,,,,,,,,,,,,REGINA HELENA COSTA,,,
1249,,"I As medidas protetivas de urgência (MPUs) têm natureza jurídica de tutela inibitória e sua vigência não se subordina à existência (atual ou vindoura) de boletim de ocorrência, inquérito policial, processo cível ou criminal. II A duração das MPUs vinculase à persiste?ncia da situação de risco à mulher, razão pela qual devem ser fixadas por prazo temporalmente indeterminado;III Eventual reconhecimento de causa de extinção de punibilidade, arquivamento do inquérito policial ou absolvição do acusado não origina, necessariamente, a extinção da medida protetiva de urgência, máxime pela possibilidade de persistência da situação de risco ensejadora da concessão da medida. IV Não se submetem a prazo obrigatório de revisão periódica, mas devem ser reavaliadas pelo magistrado, de ofício ou a pedido do interessado, quando constatado concretamente o esvaziamento da situação de risco. A revogação deve sempre ser precedida de contraditório, com as oitivas da vítima e do suposto agressor. Em caso de extinção da medida, a ofendida deve ser comunicada, nos termos do art. 21 da Lei nº 11.340/2006.",REsp 2070717/MG,"I) Natureza jurídica das medidas protetivas de urgência previstas na Lei Maria da Penha; II. (im)possibilidade de fixação, pelo magistrado, de prazo predeterminado de vigência da medida.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 13/3/2024 e finalizada em 19/3/2024 (Terceira Seção). Vide Controvérsia nº 564/STJ.",Não aplicação do disposto na parte final do §1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).,,3ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL PENAL,"Violência Doméstica Contra a Mulher, DIREITO PENAL, Ameaça, Decorrente de Violência Doméstica",ROGERIO SCHIETTI CRUZ,TJMG,,,,,,,Único,202301572040,Sim,,,,,,,,,,,,JOEL ILAN PACIORNIK,,,
1249,,"I As medidas protetivas de urgência (MPUs) têm natureza jurídica de tutela inibitória e sua vigência não se subordina à existência (atual ou vindoura) de boletim de ocorrência, inquérito policial, processo cível ou criminal. II A duração das MPUs vinculase à persiste?ncia da situação de risco à mulher, razão pela qual devem ser fixadas por prazo temporalmente indeterminado;III Eventual reconhecimento de causa de extinção de punibilidade, arquivamento do inquérito policial ou absolvição do acusado não origina, necessariamente, a extinção da medida protetiva de urgência, máxime pela possibilidade de persistência da situação de risco ensejadora da concessão da medida. IV Não se submetem a prazo obrigatório de revisão periódica, mas devem ser reavaliadas pelo magistrado, de ofício ou a pedido do interessado, quando constatado concretamente o esvaziamento da situação de risco. A revogação deve sempre ser precedida de contraditório, com as oitivas da vítima e do suposto agressor. Em caso de extinção da medida, a ofendida deve ser comunicada, nos termos do art. 21 da Lei nº 11.340/2006.",REsp 2070857/MG,"I) Natureza jurídica das medidas protetivas de urgência previstas na Lei Maria da Penha; II. (im)possibilidade de fixação, pelo magistrado, de prazo predeterminado de vigência da medida.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 13/3/2024 e finalizada em 19/3/2024 (Terceira Seção). Vide Controvérsia nº 564/STJ.",Não aplicação do disposto na parte final do §1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).,,3ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL PENAL,"Violência Doméstica Contra a Mulher, DIREITO PENAL, Ameaça, Decorrente de Violência Doméstica",ROGERIO SCHIETTI CRUZ,TJMG,,,,,,,Duplicado,202301583212,Sim,,,,,,,,,,,,JOEL ILAN PACIORNIK,,,
1249,,"I As medidas protetivas de urgência (MPUs) têm natureza jurídica de tutela inibitória e sua vigência não se subordina à existência (atual ou vindoura) de boletim de ocorrência, inquérito policial, processo cível ou criminal. II A duração das MPUs vinculase à persiste?ncia da situação de risco à mulher, razão pela qual devem ser fixadas por prazo temporalmente indeterminado;III Eventual reconhecimento de causa de extinção de punibilidade, arquivamento do inquérito policial ou absolvição do acusado não origina, necessariamente, a extinção da medida protetiva de urgência, máxime pela possibilidade de persistência da situação de risco ensejadora da concessão da medida. IV Não se submetem a prazo obrigatório de revisão periódica, mas devem ser reavaliadas pelo magistrado, de ofício ou a pedido do interessado, quando constatado concretamente o esvaziamento da situação de risco. A revogação deve sempre ser precedida de contraditório, com as oitivas da vítima e do suposto agressor. Em caso de extinção da medida, a ofendida deve ser comunicada, nos termos do art. 21 da Lei nº 11.340/2006.",REsp 2070863/MG,"I) Natureza jurídica das medidas protetivas de urgência previstas na Lei Maria da Penha; II. (im)possibilidade de fixação, pelo magistrado, de prazo predeterminado de vigência da medida.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 13/3/2024 e finalizada em 19/3/2024 (Terceira Seção). Vide Controvérsia nº 564/STJ.",Não aplicação do disposto na parte final do §1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).,,3ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL PENAL,"Violência Doméstica Contra a Mulher, DIREITO PENAL, Ameaça, Decorrente de Violência Doméstica",ROGERIO SCHIETTI CRUZ,TJMG,,,,,,,Duplicado,202301583362,Sim,,,,,,,,,,,,JOEL ILAN PACIORNIK,,,
1249,,"I As medidas protetivas de urgência (MPUs) têm natureza jurídica de tutela inibitória e sua vigência não se subordina à existência (atual ou vindoura) de boletim de ocorrência, inquérito policial, processo cível ou criminal. II A duração das MPUs vinculase à persiste?ncia da situação de risco à mulher, razão pela qual devem ser fixadas por prazo temporalmente indeterminado;III Eventual reconhecimento de causa de extinção de punibilidade, arquivamento do inquérito policial ou absolvição do acusado não origina, necessariamente, a extinção da medida protetiva de urgência, máxime pela possibilidade de persistência da situação de risco ensejadora da concessão da medida. IV Não se submetem a prazo obrigatório de revisão periódica, mas devem ser reavaliadas pelo magistrado, de ofício ou a pedido do interessado, quando constatado concretamente o esvaziamento da situação de risco. A revogação deve sempre ser precedida de contraditório, com as oitivas da vítima e do suposto agressor. Em caso de extinção da medida, a ofendida deve ser comunicada, nos termos do art. 21 da Lei nº 11.340/2006.",REsp 2071109/MG,"I) Natureza jurídica das medidas protetivas de urgência previstas na Lei Maria da Penha; II. (im)possibilidade de fixação, pelo magistrado, de prazo predeterminado de vigência da medida.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 13/3/2024 e finalizada em 19/3/2024 (Terceira Seção). Vide Controvérsia nº 564/STJ.",Não aplicação do disposto na parte final do §1º do art. 1.036 do CPC e no art. 256-L do RISTJ (suspensão do trâmite dos processos pendentes).,,3ª Seção,Trânsito em Julgado,DIREITO PROCESSUAL PENAL,"Violência Doméstica Contra a Mulher, DIREITO PENAL, Ameaça, Decorrente de Violência Doméstica",ROGERIO SCHIETTI CRUZ,TJMG,07/05/2025,,,,,,Duplicado,202301571939,Sim,,,,,,,,,,,,JOEL ILAN PACIORNIK,,,
1250,,,REsp 2090060/SP,Definir se é devida a condenação em honorários advocatícios sucumbenciais - em caso de acolhimento do incidente de impugnação ao crédito - nas ações de recuperação judicial e de falência.,Afetação na sessão eletrônica iniciada em 3/4/2024 e finalizada em 9/4/2024 (Segunda Seção). Vide Controvérsia nº 583/STJ.,"Há determinação de suspensão do processamento de todos os processos individuais ou coletivos que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial na segunda instância, ou que estejam em tramitação no STJ, respeitada, no último caso, a orientação prevista no art. 256-L do RISTJ.",,2ª Seção,Em Julgamento,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Honorários Advocatícios, Recuperação judicial e Falência",HUMBERTO MARTINS,TJSPCF,,,,,,,Único,202302780190,Sim,,,,,,,,,,,,HUMBERTO MARTINS,,,
1250,,,REsp 2090066/SP,Definir se é devida a condenação em honorários advocatícios sucumbenciais - em caso de acolhimento do incidente de impugnação ao crédito - nas ações de recuperação judicial e de falência.,Afetação na sessão eletrônica iniciada em 3/4/2024 e finalizada em 9/4/2024 (Segunda Seção). Vide Controvérsia nº 583/STJ.,"Há determinação de suspensão do processamento de todos os processos individuais ou coletivos que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial na segunda instância, ou que estejam em tramitação no STJ, respeitada, no último caso, a orientação prevista no art. 256-L do RISTJ.",,2ª Seção,Em Julgamento,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Honorários Advocatícios, Recuperação judicial e Falência",HUMBERTO MARTINS,TJSPCF,,,,,,,Duplicado,202302780492,Sim,,,,,,,,,,,,HUMBERTO MARTINS,,,
1250,,,REsp 2100114/SP,Definir se é devida a condenação em honorários advocatícios sucumbenciais - em caso de acolhimento do incidente de impugnação ao crédito - nas ações de recuperação judicial e de falência.,Afetação na sessão eletrônica iniciada em 3/4/2024 e finalizada em 9/4/2024 (Segunda Seção). Vide Controvérsia nº 583/STJ.,"Há determinação de suspensão do processamento de todos os processos individuais ou coletivos que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial na segunda instância, ou que estejam em tramitação no STJ, respeitada, no último caso, a orientação prevista no art. 256-L do RISTJ.",,2ª Seção,Em Julgamento,DIREITO PROCESSUAL CIVIL E DO TRABALHO,"Honorários Advocatícios, Recuperação judicial e Falência",HUMBERTO MARTINS,TJSPCF,,,,,,,Duplicado,202302365229,Sim,,,,,,,,,,,,HUMBERTO MARTINS,,,
1251,,,REsp 2031813/SC,"Definir o termo inicial dos juros de mora, nos casos em que reconhecido judicialmente o direito à indenização, por danos morais, a anistiado político ou aos seus sucessores, nos termos da Lei nº 10.559/2002.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 10/4/2024 e finalizada em 16/4/2024 (Primeira Seção). Vide Controvérsia nº 490/STJ.","Há determinação de suspensão do processamento de todos os processos, individuais ou coletivos, que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial, na segunda instância, ou que estejam em tramitação no STJ, observada a orientação prevista no art. 256-L do RISTJ.",,1ª Seção,Em Julgamento,DIREITO CIVIL,"Indenização por Dano Moral, Anistia Política",AFRÂNIO VILELA,TRF4,,,,,2/5/2024,,Único,202203142873,Sim,,,,,,,,,,,,AFRÂNIO VILELA,,,
1251,,,REsp 2032021/RS,"Definir o termo inicial dos juros de mora, nos casos em que reconhecido judicialmente o direito à indenização, por danos morais, a anistiado político ou aos seus sucessores, nos termos da Lei nº 10.559/2002.","RRC de Origem (art. 1030, IV e art. 1036, §1º, do CPC/15). Afetação na sessão eletrônica iniciada em 10/4/2024 e finalizada em 16/4/2024 (Primeira Seção). Vide Controvérsia nº 490/STJ.","Há determinação de suspensão do processamento de todos os processos, individuais ou coletivos, que versem sobre a mesma matéria, nos quais tenha havido a interposição de recurso especial ou de agravo em recurso especial, na segunda instância, ou que estejam em tramitação no STJ, observada a orientação prevista no art. 256-L do RISTJ.",,1ª Seção,Em Julgamento,DIREITO CIVIL,"Indenização por Dano Moral, Anistia Política",AFRÂNIO VILELA,TRF4,,,,,2/5/2024,,Duplicado,202203221614,Sim,,,,,,,,,,,,AFRÂNIO VILELA,,,
